-3.374126	2.554957	2.080553	2.104641
0.640634	-0.349530	0.158675	0.096034
2.580116	0.095468	0.445958	0.433386
3.612280	0.881164	1.038901	1.054490
4.948544	2.514416	2.367575	2.407119
5.982083	4.292083	3.917449	3.958293
7.258868	7.164535	6.618036	6.633555
8.482310	10.659753	10.255666	10.225371
9.147527	12.779898	12.762575	12.719799
9.399101	13.472306	13.751482	13.722746
9.479399	12.149689	12.860390	12.911656
9.099218	7.995817	8.206278	8.250524
8.741520	4.336614	3.759542	3.713361
